"doi","Id","grant_title"
"10.1371/journal.pone.0082412","088785","Wellcome Trust Centre for Cell-Matrix Research core award renewal."
"10.1371/journal.ppat.0040005","076036","Identification of the molecular mechanisms underlying activation of chemokine receptor CCR3 by the Eotaxin family of chemokines."
"10.1371/journal.pmed.1000104","063560","Organophosphate pesticide poisoning in Sri Lanka - management, complications and pharmacogenetics. Supplementary funds."
"10.1371/journal.pone.0080371","099667","Structural Biology: From Molecules to Cells."
"10.1371/journal.pone.0080371","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1003112","093052","Control of gene expression by the MAP kinase and SUMO pathways."
"10.1371/journal.pgen.1000759","076943","Clinical evaluation of innovative tuberculosis vaccination strategies."
"10.1371/journal.pone.0080118","089589","The neural and neurochemical basis of compulsivity in humans and other animals."
"10.1371/journal.ppat.1000843","076608","Characterisation of innate immunity to viral infection."
"10.1371/journal.pone.0017480","066688","Clinical epidemiology of HSV-2 and the impact of interventions against sexually transmitted infections to reduce HIV incidence in high risk women from gold mining communities in Tanzania."
"10.1371/journal.pmed.1001121","065810","Prevention of infection associated premature delivery in a rural population in Malawi."
"10.1371/journal.pone.0011598","075237","Molecular Interactions of CFTR, AMPK and NDPK in Cystic Fibrosis."
"10.1371/journal.pgen.1003666","87576","Sex, genomes, history: molecular, evolutionary and cultural effects on human genetic diversity."
"10.1371/journal.pone.0075680","086783","Dynamic Cell Biology"
"10.1371/journal.ppat.1002618","085622","The biosynthesis of glycoproteins in Trypanosoma brucei: basic and translational research."
"10.1371/journal.ppat.1002618","083481","Wellcome Trust Centre for Drug Discovery."
"10.1371/journal.ppat.1003535","089273","The cellular basis and pathogenic consequences of mitogen-activated protein kinase phosphatase-2 regulation of innate and adaptive immunity ."
"10.1371/journal.ppat.1001281","072182","The development and lifespan of memory CD4+ T cells following malaria infection in humans."
"10.1371/journal.ppat.1001281","079920","Memory B/T cell responses in individuals with varying levels of acquired immunity."
"10.1371/journal.pone.0018144","081203","The control of epithelial cell phenotype by extracellular matrix."
"10.1371/journal.pmed.1001484","085406","Creating a geo-referenced resource of inherited haemoglobin disorder gene frequencies."
"10.1371/journal.pmed.1001484","095066","Defining the population at risk and burden of disease of Plasmodium vivax malaria."
"10.1371/journal.pmed.1001484","091758","The health consequences of inherited red blood cell disorders in Kenya."
"10.1371/journal.pgen.1002985","065061","Linking RNA interference, silent chromatin formation and kinetochore assembly."
"10.1371/journal.pgen.1002985","092076","Core funding renewal for the Wellcome Trust Centre for Cell Biology ."
"10.1371/journal.pone.0050447","097395","Development of a novel vaccine against Plasmodium vivax malaria using adenovirus of chimpanzee origin and Modified Vaccinia Ankara (MVA) as recombinant vaccines."
"10.1371/journal.pone.0034548","089275","Thailand Major Overseas Programme Core Grant Renewal 2010 to 2015."
"10.1371/journal.pone.0069833","083942","Structural studies of cell-matrix interactions."
"10.1371/journal.pone.0069833","094470","Collagen Toolkits and related triple-helical peptides."
"10.1371/journal.pone.0071734","075871","Fundamentals of Veterinary Science Summer School."
"10.1371/journal.pone.0063065","096686","The Structural Basis of Biological Mechanism"
"10.1371/journal.pone.0013473","081878","Genetics of ageing: the genetic and environmental determinants of ageing in women."
"10.1371/journal.pone.0037326","053335","The nature and causes of language impairments in children."
"10.1371/journal.pone.0006421","056750","Modelling functional brain architecture."
"10.1371/journal.pone.0061014","081589","Cognitive impairment in cerebral small vessel disease : a prospective imaging study."
"10.1371/journal.pone.0064343","083270","An investigation of genes in key beta-cell pathways following the type 2 diabetes WTCCC genome wide association study."
"10.1371/journal.pbio.1001287","082813","Structure, function and evolution of the trypanosome nuclear envelope ."
"10.1371/journal.pbio.1001287","093010","Mechanisms of drug resistance and immune evasion in African trypanosomes."
"10.1371/journal.pbio.1001287","055558","Antigenic variation and transmission of African trypanosomes."
"10.1371/journal.pbio.1001287","085349","The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pone.0051381","092779","Circulating B lymphocytes as biomarkers for latent tuberculosis infection status in Uganda"
"10.1371/journal.pntd.0001227","079838","Characterisation and validation of drug targets in the Kinetoplastida."
"10.1371/journal.pntd.0001515","079375","Genetic exchange in trypanosomes."
"10.1371/journal.pntd.0001515","088099","Cell fusion and meiosis during cyclical transmission of Trypanosoma brucei."
"10.1371/journal.pntd.0002384","085349","The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pgen.1003718","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1003718","083573","Analysis of quantitative trait networks in disease models."
"10.1371/journal.pgen.1003718","89269","Genomic medicine and statistics."
"10.1371/journal.pgen.1002625","087436","Development of statistical methodology for detection and characterisation of genetic factors in complex disease."
"10.1371/journal.pone.0016541","076352","Innate and acquired cellular immunity an HIV-seropositive mothers and their infants."
"10.1371/journal.pone.0067177","076943","Clinical evaluation of innovative tuberculosis vaccination strategies."
"10.1371/journal.pone.0081404","087833","Flow Cytometry for the Queen's Medical Research Institute."
"10.1371/journal.pone.0081881","083521","The effect of age at infection with common herpesviruses on immune function in children in a multi-ethnic population."
"10.1371/journal.pone.0079461","085972","Autotransported proteins of Burkholderia pseudomallei."
"10.1371/journal.pone.0024383","085937","The genetic basis and pathophysiology of dyskeratosis congenita, aplastic anaemia, myelodysplasia and related disorders."
"10.1371/journal.pone.0012800","088291","Molecular magnetic resonance imaging with microparticles of iron oxide."
"10.1371/journal.pone.0012800","082519","Specific Unresponsiveness to Alloantigens in vivo."
"10.1371/journal.pntd.0001149","065478","Infection and Immunity."
"10.1371/journal.pntd.0001149","074961","The effects of schistosomiasis and malaria co-infection on hepatosplenomegaly amongst Kenyan school children."
"10.1371/journal.pone.0065873","078067","Optimizing the translation of MODS into policy and practice to maximize utility and impact"
"10.1371/journal.pone.0049407","076467","ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pone.0049407","083506","Effects of prenatal alcohol consumption and alcohol metabolising genes on child growth and neurodevelopment in the ALSPAC study ."
"10.1371/journal.pone.0081071","077383","Learning from the human genome how protective immunity against malaria works."
"10.1371/journal.pone.0081071","090770","Resource centre for genomic epidemiology of malaria."
"10.1371/journal.pone.0081071","087285","The ethics of collaborative global health research: a network to build capacity in the United Kingdom and developing countries."
"10.1371/journal.pone.0081071","096527","'The Global Health Bioethics Network: a programme to carry out ethics research and build ethics capacity across the Wellcome Trust's Major Overseas Programmes.'"
"10.1371/journal.pone.0081071","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0081071","077012","Cancer Genome Project."
"10.1371/journal.pone.0016948","081829","Defining vulnerable populations using spatial models to support the equitable delivery of insecticide treated nets (ITN) in Kenya."
"10.1371/journal.pone.0036692","077383","Learning from the human genome how protective immunity against malaria works."
"10.1371/journal.pone.0036692","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0036692","077012","Cancer Genome Project."
"10.1371/journal.pone.0004839","064654","Influence of Theileria parva-specific CTL responses on the evolution of parasite diversity."
"10.1371/journal.pone.0069969","87754","The protective role of neutrophils in human tuberculosis."
"10.1371/journal.pone.0017894","084804","The impact of oxidative and endoplasmic reticulum stress on placental protein synthesis and maternal and fetal wellbeing."
"10.1371/journal.pone.0079062","091882","Mechanism of physiological thalamocortical rhythms."
"10.1371/journal.pone.0015112","053335","The nature and causes of language impairments in children."
"10.1371/journal.pone.0013650","073381","Transdifferentiation of pancreatic cells to periportal and perivenous hepatocytes."
"10.1371/journal.pone.0012794","078170","Function and regulation of the ubiquitin ligase TRAC-1 in T cells."
"10.1371/journal.pcbi.1000327","078326","The determination of the basic HLA Class-1 associated protection in HTLV-1 infection."
"10.1371/journal.pntd.0001184","079791","The genetic basis of podoconiosis - a model for gene environment interactions."
"10.1371/journal.pone.0027979","078779","Intracellular signalling in response to stress in Candida albicans."
"10.1371/journal.pone.0027979","086048","Two-component signalling in Candida albicans."
"10.1371/journal.pbio.1001073","074149","Protein biogenesis in the yeast endoplasmic reticulum."
"10.1371/journal.pgen.1003057","081279","The genetic basis of variation in the susceptibility of Drosophila to viral infection."
"10.1371/journal.pone.0032520","079200","Transcription repression of nuclear receptor action in ovulation and metabolic regulation."
"10.1371/journal.pone.0054878","086105","The ergonomics of electronic patient records: an interdisciplinary development of methodologies for understanding and exploiting free text to enhance the utility of primary care electronic patient records."
"10.1371/journal.pone.0041119","080566","Mechanisms of target cell entry and applications of protein toxinx."
"10.1371/journal.pntd.0001893","083625","Structural and biophysical analysis of novel lipid binding proteins from parasitic helminths."
"10.1371/journal.ppat.1000518","078400","A Genetic study of hemocyte motility and chemotaxis in Drosophila embryos."
"10.1371/journal.pone.0018899","079588","Staphylococcus aureus invasion of host cells: the role of multiple fibronectin-binding sites, integrin-clustering and caveolae in invasion."
"10.1371/journal.pone.0010021","087883","Role of microRNAs in eye development and axon pathfinding decisions."
"10.1371/journal.pone.0057345","094252","The structural dynamics of modular polyketide synthases."
"10.1371/journal.pntd.0002539","068706","Phylogeographical studies of the Asian schistosomes and their hosts."
"10.1371/journal.pone.0040464","076456","In depth analysis of the interactions between the Multifactor Complex (MFC) composed of elFs 1, 3, 5 and elF2-GTP-Met-tRNAiMet and the 40S ribosomal subunit and their physiological importance for the regulation of eukaryotic"
"10.1371/journal.pone.0047340","064693","The impact of helminths on the response to immunisation and on susceptibility to infectious diseases in childhood in Uganda."
"10.1371/journal.pone.0047340","086801","Correlates of immunity and the influence of co-infections on protection against infection with Mycobacterium tuberculosis following BCG immunisation at birth."
"10.1371/journal.pntd.0001864","085440","Control of intestinal schistosomiasis and molecular epidemiology of Schistosoma mansoni in Ugandan infants and preschool children."
"10.1371/journal.pntd.0002149","083931","Schistosomiasis, hookworm and atopy in Uganda: IgE function, regulation and immunity."
"10.1371/journal.pone.0071960","090767","Investigating the molecular mechanisms of homologous recombination at DNA double-strand breaks and perturbed replication forks."
"10.1371/journal.pntd.0002301","99876","Epidemiological mapping of podoconiosis in Ethiopia ."
"10.1371/journal.pone.0023944","079660","Investigating genetic leanness: what goes ""right"" in obesity-resistance."
"10.1371/journal.ppat.1001262","076945","Mechanisms and consequences of host-mediated macrophage apoptosis in pneumococcal pneumonia. min bid02000405"
"10.1371/journal.pone.0050431","082315","Exploring the cognitive functions of the medial temporal lobe."
"10.1371/journal.pone.0054272","088677","Investigation of metabolism and substrate utilization of Mycobacterium tuberculosis."
"10.1371/journal.pone.0024784","085391","Early induction of pro-adhesive state by P.falciparum cytoadherence."
"10.1371/journal.pone.0017992","077711","Identification of the kinases and phosphatases that regulate phosphorylation and activity of the Na-K-2Cl cotransporter in response to environmental change"
"10.1371/journal.ppat.1001117","078326","The determination of the basic HLA Class-1 associated protection in HTLV-1 infection."
"10.1371/journal.pgen.1001072","075294","Cellular responses to uncapped telomeres in budding yeast."
"10.1371/journal.ppat.1003566","085256","Structural features necessary for VSG function."
"10.1371/journal.ppat.1003215","095831","Centre for Immunity, Infection and Evolution."
"10.1371/journal.pone.0012634","069162","Insect-parasite interactions and the control of vector-borne disease."
"10.1371/journal.pbio.1001489","093790","Molecular Basis of Biological Mechanisms"
"10.1371/journal.pone.0068330","081673","The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pone.0061130","076934","Human genetic polymorphism and natural resistance to malaria with an emphasis on disorders of the red blood cell."
"10.1371/journal.pntd.0002510","082715","Understanding the role of contact networks in the epidemiological and evolutionary dynamics of zoonotic disease."
"10.1371/journal.pgen.1001154","077014","Understanding genome dynamism: medical consequences and evolutionary implications of duplicated sequences in mammalian genomes."
"10.1371/journal.pcbi.1002740","089543","The Vasopressin System-Asynchronous burst firing as a signal encoding mechanism."
"10.1371/journal.pone.0045452","077461","Molecular basis of receptor-adhesin interactions of human respiratory pathogens."
"10.1371/journal.pone.0080077","084169","RNA localisation in the Xenopus oocyte."
"10.1371/journal.pone.0001961","065374","The London Pain Consortium."
"10.1371/journal.ppat.1002948","090313","Investigation of the role of protein phosphorylation in the erythrocytic stage of the human malarial parasite Plasmodium falciparum."
"10.1371/journal.pmed.1001483","091561","Community resource centres to improve the health of women and children in Mumbai slums: a cluster randomized controlled trial of a complex intervention."
"10.1371/journal.pntd.0000779","081673","The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pone.0060352","061858","JDRF/WT Diabetes and Inflammation Laboratory."
"10.1371/journal.pntd.0001514","085349","The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pntd.0001466","078990","The pathophysiology of rickettsial disease in Southeast Asia."
"10.1371/journal.pone.0018340","077748","Molecular mechanisms of shortstop function essential for neuronal growth."
"10.1371/journal.pone.0018340","87742","Establishment of a Drosophila Core facility."
"10.1371/journal.pone.0057320","092741","Integrated studies of the targets, regulation and consequences of human immunity to malaria."
"10.1371/journal.pone.0010501","083429","Role of TLR2 in the sensing of oxidants and ensuing inflammation: Implications for Therapeutic Intervention."
"10.1371/journal.pone.0021315","091835","ROAD-MAP: a repository for open access data collected by the Malaria Atlas Project."
"10.1371/journal.pone.0037325","095066","Defining the population at risk and burden of disease of Plasmodium vivax malaria."
"10.1371/journal.pone.0037325","091835","ROAD-MAP: a repository for open access data collected by the Malaria Atlas Project."
"10.1371/journal.pone.0082825","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0082825","057733","Functional genomics of type 2 diabetes quantitative trait loci in rat models."
"10.1371/journal.pone.0077641","098045","Measuring the control and elmination of neglected tropical diseases in Africa."
"10.1371/journal.pone.0029427","057733","Functional genomics of type 2 diabetes quantitative trait loci in rat models."
"10.1371/journal.pone.0041300","091106","The effects of ionising radiation on copy number variation in the mouse germline."
"10.1371/journal.pone.0004317","074125","Malarial disease in children."
"10.1371/journal.pone.0004626","076827","Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.pmed.0050086","076827","Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.pgen.1002341","085492","Investigation of the lupus susceptibility gene, TNFSF4 (OX40L)."
"10.1371/journal.pone.0030412","086091","Higher resolution cardiovascular epidemiology: unique insights from linking the national cardiac event register with primary care records and highly phenotyped cohorts."
"10.1371/journal.pntd.0001814","095066","Defining the population at risk and burden of disease of Plasmodium vivax malaria."
"10.1371/journal.pntd.0001814","091835","ROAD-MAP: a repository for open access data collected by the Malaria Atlas Project."
"10.1371/journal.pntd.0001814","085406","Creating a geo-referenced resource of inherited haemoglobin disorder gene frequencies."
"10.1371/journal.pntd.0001814","089276","Viet Nam Major Overseas Programme Core Grant Renewal 2010-2015."
"10.1371/journal.pone.0033180","081613","The epidemiology and transmission dynamics of avian influenza."
"10.1371/journal.pone.0033180","077078","Wellcome Trust Major Overseas Programme - Hospital for Tropical Disease Vietnam."
"10.1371/journal.ppat.1003647","076964","Understanding pathogen diversity and evolution and their consequences for human and animal health and disease through sequencing and comparative analysis."
"10.1371/journal.ppat.1003647","095121","Wolbachia as a tool for the control of mosquito-borne disease."
"10.1371/journal.pone.0069237","088641","King's College London Medical Engineering Centre."
"10.1371/journal.pntd.0000774","085406","Creating a geo-referenced resource of inherited haemoglobin disorder gene frequencies."
"10.1371/journal.pbio.1001250","073915","The role of non-histon proteins in chromosome structure and function during mitosis and apoptosis."
"10.1371/journal.pbio.1001250","077707","Core support for Wellcome Trust Centre for Cell Biology."
"10.1371/journal.pbio.1001250","092076","Core funding renewal for the Wellcome Trust Centre for Cell Biology ."
"10.1371/journal.pone.0060217","065975","T lymphocyte signal transduction: analysis of the biochemistry and biology of Rho family GTPases and the serine kinase Protein Kinase D in T cells."
"10.1371/journal.pone.0060217","097418","Serine kinase pathways that determine T lymphocyte activation and cell fate choices."
"10.1371/journal.pone.0005568","074695","Studies of natural selection on malaria parasite merozoites in relation to invasion and immunity."
"10.1371/journal.pgen.1003234","085448","Defining the features of minimal imprinted loci generated by retrotransposition."
"10.1371/journal.pone.0075098","082464","Ethnic differences in risks and outcomes of the cardiometabolic syndrome: Southall And Brent REvisited: SABRE."
"10.1371/journal.pone.0001578","066681","Evaluating strategies to delay the emergence of resistance to antimalarial drugs."
"10.1371/journal.pone.0045349","087622","Population genomics of the Neisseria: evolution of commensalism and virulence."
"10.1371/journal.pone.0005889","076111","Characterisation of TAT and antennapedia mediated protein delivery in vivo and its utility for the targeting of apoptosis during acute lung injury."
"10.1371/journal.pntd.0000431","081673","The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pone.0014040","084071","Genetics of the MHC and LRC."
"10.1371/journal.pone.0014040","073490","A History of Port Health in Southampton 1850 to 1950."
"10.1371/journal.pone.0005564","074732","The genetics of drug resistance in African trypanosomes."
"10.1371/journal.pone.0005564","079703","A genetic and population based approach to the study of human infectivity in both West and East African trypanosomes."
"10.1371/journal.pbio.1001216","077108","Genome-wide identification of novel extracellular protein:protein interactions with functional annotation in the model vertebrate, the zebrafish."
"10.1371/journal.pone.0076573","088862","Impact of early infectious and microbial exposures on the development of immunity and allergic inflammatory disease in children living in a tropical region of Ecuador."
"10.1371/journal.pone.0076573","076964","Understanding pathogen diversity and evolution and their consequences for human and animal health and disease through sequencing and comparative analysis."
"10.1371/journal.pone.0065960","084113","Human and Veterinary Vaccinology."
"10.1371/journal.pone.0065960","097940","Using the Controlled Human Malaria Infection Model to Assess Functional Laboratory Assays of Immunity to Malaria."
"10.1371/journal.pone.0065960","089455","Wellcome Trust PhD Programme for Clinicians at the University of Oxford: 'Investigation of the role of Plasmodium falciparum EBA and RH family antigens in immune evasion and as multi-antigen vaccine candidates.'"
"10.1371/journal.pone.0065960","045488","Cellular immunology and human genetics of malaria and tuberculosis."
"10.1371/journal.pone.0040890","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.pone.0040079","080958","The London PAIN Consortium."
"10.1371/journal.pntd.0002359","098045","Measuring the control and elmination of neglected tropical diseases in Africa."
"10.1371/journal.ppat.1003492","090281","Mediators of regulation and immunity in helminth infections."
"10.1371/journal.pone.0064011","089875","Molecular and Cellular Basis of Infection."
"10.1371/journal.pone.0002221","065061","Linking RNA interference, silent chromatin formation and kinetochore assembly."
"10.1371/journal.pone.0002221","069286","The cellular and molecular basis of disease"
"10.1371/journal.pntd.0002523","089276","Viet Nam Major Overseas Programme Core Grant Renewal 2010-2015."
"10.1371/journal.pone.0014741","084535","Measuring the impact of naturally acquired immunity on the expression of Plasmodium falciparum variant surface antigens."
"10.1371/journal.pone.0036098","078068","Astrocytic modulation of thalamic synaptic transmission."
"10.1371/journal.pone.0009937","077224","Methyl-CpG binding proteins in physiology and disease."
"10.1371/journal.pone.0016366","079666","A combinatorial approach using steroidgenic factor-1 (SF-1, NR5A1) to elucidate novel mechanisms in adrenal and reproductive biology."
"10.1371/journal.pone.0022993","077187","Recessive genetics screens in Blm-deficient mice and cell lines to explore gene function and identify genes of medical interest."
"10.1371/journal.pone.0022993","076962","Establishment of a programme investigating microbial pathogenesis at the Wellcome TRust Sanger institute. Interactions between the host and enteric bacterial pathogens."
"10.1371/journal.pgen.1002499","084229","Three-dimensional proteomics: Mapping the geometry of large protein assemblies using cross-linking, mass spectrometry, and bioinformatics."
"10.1371/journal.pgen.1002499","065061","Linking RNA interference, silent chromatin formation and kinetochore assembly."
"10.1371/journal.pgen.1002499","077707","Core support for Wellcome Trust Centre for Cell Biology."
"10.1371/journal.pgen.1002499","092076","Core funding renewal for the Wellcome Trust Centre for Cell Biology ."
"10.1371/journal.pmed.1000145","063668","Revisiting the lacunar hypothesis: are lacunar strokes really different?"
"10.1371/journal.pone.0001078","075438","Kinetic principles of translational control in Saccharomyces cerevisiae."
"10.1371/journal.pone.0007723","080348","Genetic manipulation of Chlamydia trachomatis."
"10.1371/journal.pone.0011872","083515","Characterization of pyrethroid resistance in field populations of Anopheles funestus, malaria vector in Africa."
"10.1371/journal.pone.0080894","081828","An integrated epidemiological study of zoonotic pathogens in linked human and animal populations in rural Kenya."
"10.1371/journal.pntd.0002152","095121","Wolbachia as a tool for the control of mosquito-borne disease."
"10.1371/journal.pntd.0001932","077705","Drug discovery for tropical diseases."
"10.1371/journal.pntd.0001932","079838","Characterisation and validation of drug targets in the Kinetoplastida."
"10.1371/journal.pntd.0001932","083481","Wellcome Trust Centre for Drug Discovery."
"10.1371/journal.pone.0015382","87516","A new class of genes containing small Open Reading Frames: cellular and molecular function of the encoded peptides."
"10.1371/journal.pone.0068616","090669","Signal integration by annexin 2 during retinal phagocytosis."
"10.1371/journal.pgen.1001283","068545","Genetics advisory group for 1958 birth cohort."
"10.1371/journal.pone.0029531","082809","Hexose-6-phosphate dehydrogenase and Glucose-6-phosphate: novel regulators of corticosteroid hormone metabolism and adrenal function."
"10.1371/journal.pone.0017454","084241","The role of stem and progenitor cell populations in skeletal muscle homeostasis, repair and regeneration."
"10.1371/journal.pbio.1001152","081858","Elucidating the molecular mechanisms of intracellular mRNA transport and anchoring."
"10.1371/journal.pone.0016414","084226","Investigation into Plasmodium falciparum rosetting mechanisms and development of rosette-disrupting interventions to treat or prevent severe malaria."
"10.1371/journal.pntd.0001578","085133","Density-Dependent Host Choice by Onchocerciasis Vectors."
"10.1371/journal.pone.0067933","083735","A study of the epidemiology of lower respiratory tract infection and pneumococcal carriage in refugee infants living on the Thai-Burmese border."
"10.1371/journal.pone.0030978","074112","The pathophysiology of the hypothalamic-pituitary-adrenal response to stress: interaction of adaptive responses with genetic and environmental factors."
"10.1371/journal.pone.0009381","071381","Mechanisms of the delayed effects of RSV infection."
"10.1371/journal.pone.0014699","072064","Defining the spectrum of sickle cell disease in East Africa: a clinico-epidemiological study."
"10.1371/journal.pone.0014699","084538","Developing research capacity and leadership in East Africa from the KEMRI- Wellcome Trust Research Programme, Kenya"
"10.1371/journal.pbio.1000568","077266","An integrated functional genomic approach to understanding gene regulation during neurogenesis."
"10.1371/journal.pone.0064175","087797","A quantitative (Bayesian) assessment of veterinary surgeons clinical beliefs in order to improve preventive healthcare for dairy cattle."
"10.1371/journal.pone.0006621","068026","Investigation of the cytokine profile in invasive pneumococcal disease and host determinants of disease susceptibility and severity in Malawian children."
"10.1371/journal.pone.0058676","088984","Identifying patterns of genome-wide association in the development of cognitive, behavioural and psychiatric disorders."
"10.1371/journal.pone.0004188","059437","Immunological correlates of protection from HIV infection and disease progression in a world-wide context."
"10.1371/journal.pntd.0000543","078317","Schistosome life-cycle expression profiling using a full-transcriptome DNA mocroarray."
"10.1371/journal.pone.0040769","079518","Promoting and directing nerve growth and wound healing in vivo."
"10.1371/journal.ppat.1002695","086658","Validating choline metabolism as a drug target in the fight against T.brucei"
"10.1371/journal.ppat.1002695","093228","Investigating Trypanosoma brucei's unusual inositol metabolism."
"10.1371/journal.pone.0015487","073377","Molecular mechanisms underlying the agonist and antagonist effects of Beta-adrenoceptor ligands at the human Beta1 and Beta2 adrenoceptor."
"10.1371/journal.pone.0047685","082648","The encoding of optic flow and self-motion in human cortical areas MST and VIP."
"10.1371/journal.pone.0005441","073228","Confocal microscopy for time-lapse, FRET and calcium imaging analyses of cellular processes."
"10.1371/journal.pone.0011151","074540","The molecular cell biology of prolyl oligopeptidase and the causes of lithium sensitivity."
"10.1371/journal.pone.0027760","083515","Characterization of pyrethroid resistance in field populations of Anopheles funestus, malaria vector in Africa."
"10.1371/journal.pone.0038630","081705","Plague epidemiology and risk in the heterogeneous rural landscapes of Madagascar ."
"10.1371/journal.pone.0075874","083184","11beta hydroxysteroid dehydrogenase type 1 and atherosclerosis risk."
"10.1371/journal.pone.0080782","083905","MAPK phosphatase-1 (MKP-1) in corticosteroid (CS) responsiveness of oxidative stress and allergic inflammation: towards a model of CS resistance."
"10.1371/journal.pone.0053473","092539","The role of caspase-2 in retinal ganglion cell apoptosis after optic nerve transection."
"10.1371/journal.pone.0046803","088862","Impact of early infectious and microbial exposures on the development of immunity and allergic inflammatory disease in children living in a tropical region of Ecuador."
"10.1371/journal.pone.0069472","083679","A randomised cluster controlled trial of community level interventions to address social and structural determinants of physical activity, diet and mental well being."
"10.1371/journal.pone.0042473","083942","Structural studies of cell-matrix interactions."
"10.1371/journal.pone.0038427","092532","Defining protein-protein interaction networks in cytochrome c assembly."
"10.1371/journal.ppat.1003069","096072","How does the pathogen Candida albicans sense heat and activate the thermal adaptation mechanisms that promote infection?."
"10.1371/journal.ppat.1003069","097377","Wellcome Strategic Award for Medical Mycology and Fungal Immunology"
"10.1371/journal.pone.0032187","073131","Role of complement receptor type 1 (CR1, CD35) in immune adherence, complement regulation and malarial pathogenesis - a structural approach."
"10.1371/journal.pone.0032187","088179","DISC1 biophysical properties and structure-function relationships."
"10.1371/journal.pmed.0050075","062511","A multi-collaborative microbial pathogen microarray facility."
"10.1371/journal.pone.0054961","86532","The effect of diabetes mellitus and glibenclamide on the immunopathogenesis of melioidosis."
"10.1371/journal.pone.0054961","089275","Thailand Major Overseas Programme Core Grant Renewal 2010 to 2015."
"10.1371/journal.pmed.1000263","068362","Ethnicity and cardiovascular risk factors: a study in children."
"10.1371/journal.pone.0056882","084633","The potential impact of vaccination on RSV and other respiratory virus pneumonia in the developing country setting."
"10.1371/journal.pgen.1003456","076964","Understanding pathogen diversity and evolution and their consequences for human and animal health and disease through sequencing and comparative analysis."
"10.1371/journal.ppat.1003675","088785","Wellcome Trust Centre for Cell-Matrix Research core award renewal."
"10.1371/journal.pmed.1001400","091947","Surveillance for influenza in the context of pandemic H1N1 in an African population with a high burden of HIV, Malaria and Malnutrition."
"10.1371/journal.pgen.1003919","076467","ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pgen.1003919","085515","Public Health Consequences of Modifiable Maternal Exposures: Offspring Obesity and Cognitive Health in Two Cohorts in the UK and Brazil."
"10.1371/journal.pone.0018096","090940","Characterisation of host virus interactions."
"10.1371/journal.ppat.1003468","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.ppat.1000539","075176","Identification and characterisation of proteins responsible for oocyst development and evasion of mosquito immune responses."
"10.1371/journal.pone.0060300","094277","Biogenesis of the red blood cell membrane in health and disease."
"10.1371/journal.pmed.1000303","076806","Evaluating community-based delivery of mosquito abatement for malaria control by the municipal councils of Dar es Salaam."
"10.1371/journal.pone.0081617","87769","Associations between genetic polymorphisms, innate immune responses and outcomes from sepsis in Thai patients with melioidosis and S. aureus infection."
"10.1371/journal.pgen.0030093","071979","An experimental and phylogenetic approach to understanding RNA virus evolution"
"10.1371/journal.pone.0043170","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.pone.0043170","085251","The use of modern molecular tools to understand and intervene in the spread of multidrug-resistant tuberculosis in rural South Africa."
"10.1371/journal.pone.0057422","090354","Wellcome Trust Clinical PhD Programme in International Health at the LSHTM: 'Immune recovery uveitis in HIV-infected adults in India: incidence and risk factors'."
"10.1371/journal.pone.0057422","088590","Intensified tuberculosis case finding and rapid detection of drug resistant disease in patients accessing antiretroviral treatment in South Africa."
"10.1371/journal.pone.0072721","077166","Major overseas programme Thailand. Thailand funds."
"10.1371/journal.pone.0032379","079866","Imaging neuroscience at the Functional Neuroimaging Laboratory (FIL)"
"10.1371/journal.pone.0057292","081512","Nitric oxide signalling in the CNS."
"10.1371/journal.pone.0010534","080796","NCS-1 interactions with AP-2 and TGF beta receptor type I and effects on endocytosis."
"10.1371/journal.pone.0024548","080723","The effect of maternal health, fetal size and early childhood growth on cardiovascular (CVS) development in Nigerian children."
